ckId;jId;clicks;orderValue
6811;1;3;25
6811;2;5;75.14
6812;1;1;45.97
6812;2;3;33.04
6813;1;1;25.66
6813;2;3;25.66
6814;1;2;60.23
6814;2;1;37.42
6815;1;1;43.91
6815;2;4;20.8
6816;1;2;20.8
6816;2;3;27.73
6817;1;5;42.07
6817;2;4;79.25
6818;1;4;39.07
6818;2;5;25.87
6819;1;1;58.06
6819;2;3;101.62
6820;1;2;14.96
6820;2;2;11.6
6821;1;5;43.36
6821;2;2;22.56
6822;1;3;11.76
6822;2;1;20.8
6823;1;1;20.8
6823;2;3;16.76
6824;1;2;27.73
6824;2;1;33.57
6825;1;3;33.57
6825;2;1;25.66
6826;1;3;46.32
6826;2;8;33.49
6827;1;2;20.36
6827;2;1;16.76
6828;1;1;23.9
6828;2;2;21.76
6829;1;2;101.48
6829;2;1;62.27
6830;1;3;25.66
6830;2;3;20.99
6831;1;1;34.7
6831;2;2;16.76
6832;1;1;20.8
6832;2;1;37.42
6833;1;1;20.8
6833;2;1;20.8
6834;1;1;25.66
6834;2;1;66.68
6835;1;1;43.91
6835;2;4;47.56
6836;1;1;25.66
6836;2;2;55.46
6837;1;1;61.98
6837;2;2;46.32
6838;1;4;33.04
6838;2;2;20.8
6839;1;2;32.1
6839;2;2;16.75
6840;1;3;23.11
6840;2;5;70.77
6841;1;1;61.09
6841;2;1;54.96
6842;1;6;20.11
6842;2;5;33.36
6843;1;1;22.56
6843;2;1;30
6844;1;1;16.76
6844;2;1;16.76
6845;1;3;38.65
6845;2;1;41.77
6846;1;1;20.8
6846;2;1;41.93
6847;1;2;20.8
6847;2;1;25.66
6848;1;1;22.56
6848;2;2;21.6
6849;1;1;20.8
6849;2;23;16.6
6850;1;1;16.6
6850;2;1;16.76
6851;1;1;41.6
6851;2;1;20.8
6852;1;1;20.8
6852;2;1;20.8
6853;1;3;41.77
6853;2;2;58.36
6854;1;2;33.04
6854;2;2;25.58
6855;1;3;27.73
6855;2;3;20.99
6856;1;1;46.32
6856;2;2;61.42
6857;1;1;37.4
6857;2;1;54
6858;1;7;33.49
6858;2;3;22.56
6859;1;13;20.8
6859;2;6;33.2
6860;1;5;155.9
6860;2;2;81.75
6861;1;2;41.6
6861;2;1;37.56
6862;1;2;73.51
6862;2;1;45.8
6863;1;2;86.03
6863;2;2;89.9
6864;1;2;41.46
6864;2;1;17.56
6865;1;1;20.8
6865;2;2;25.17
6866;1;1;41.46
6866;2;1;16.6
6867;1;25;38.08
6867;2;8;63.19
6868;1;2;58.54
6868;2;1;27.52
6869;1;1;20.8
6869;2;2;23.9
6870;1;1;16.76
6870;2;3;20.8
6871;1;1;23.11
6871;2;1;21.76
6872;1;2;59.96
6872;2;1;30.01
6873;1;1;20.8
6873;2;2;44.96
6874;1;1;20.8
6874;2;3;40.41
6875;1;1;20.8
6875;2;1;20.8
6876;1;1;59
6876;2;1;36.9
6877;1;1;30.01
6877;2;5;20.8
6878;1;1;30.01
6878;2;1;20.8
6879;1;1;37.4
6879;2;8;25.66
6880;1;4;25
6880;2;4;25.17
6881;1;1;23.11
6881;2;3;20.8
6882;1;1;33.04
6882;2;1;33.04
6883;1;1;20.8
6883;2;3;41.97
6884;1;2;27.73
6884;2;3;21.61
6885;1;3;22.56
6885;2;1;29.37
6886;1;4;20.8
6886;2;6;25.66
6887;1;5;93.33
6887;2;2;69.62
6888;1;10;33.57
6888;2;2;45.97
6889;1;1;22.56
6889;2;1;46.32
6890;1;1;20.8
6890;2;1;54.23
6891;1;4;58
6891;2;1;56.7
6892;1;1;25.66
6892;2;6;22.56
6893;1;7;32.69
6893;2;3;20.8
6894;1;1;41.97
6894;2;1;16.76
6895;1;2;41.8
6895;2;1;16.76
6896;1;1;22.52
6896;2;1;30.01
6897;1;5;47.59
6897;2;10;50.11
6898;1;1;47.9
6898;2;3;26
6899;1;2;20.59
6899;2;3;32.08
6900;1;3;42.76
6900;2;11;39.45
6901;1;1;27.52
6901;2;2;82.53
6902;1;3;74.77
6902;2;1;25
6903;1;2;11.3
6903;2;2;18.9
6904;1;1;41.61
6904;2;9;58.08
6905;1;2;28.57
6905;2;3;16.76
6906;1;1;149.45
6906;2;1;48.2
6907;1;7;33.57
6907;2;18;16.76
6908;1;1;25.17
6908;2;1;29.37
6909;1;19;103.3
6909;2;12;214.5
6910;1;1;20.8
6910;2;1;30.01
6911;1;2;33.52
6911;2;2;23.11
6912;1;1;47.74
6912;2;1;20.8
6913;1;1;32.73
6913;2;1;40
6914;1;3;39.86
6914;2;2;20.8
6915;1;1;20.8
6915;2;3;22.56
6916;1;3;20.8
6916;2;1;15.8
6917;1;1;47.53
6917;2;1;33.49
6918;1;4;15.8
6918;2;5;54.23
6919;1;2;67.62
6919;2;2;20.8
6920;1;1;62.29
6920;2;5;66.05
6921;1;1;20.8
6921;2;2;46.78
6922;1;1;36.6
6922;2;1;16.76
6923;1;4;20.8
6923;2;4;38.4
6924;1;2;23.9
6924;2;1;39.7
6925;1;1;30
6925;2;2;43.28
6926;1;1;55.72
6926;2;1;85.71
6927;1;1;64.5
6927;2;1;58.08
6928;1;1;41.46
6928;2;3;20.8
6929;1;3;82.98
6929;2;2;41.18
6930;1;3;33.53
6930;2;2;21.72
6931;1;1;25.66
6931;2;1;20.8
6932;1;5;16.6
6932;2;2;25
6933;1;5;46.22
6933;2;2;20.8
6934;1;2;39.7
6934;2;2;34.98
6935;1;2;41.86
6935;2;1;78.57
6936;1;1;20.8
6936;2;2;20.8
6937;1;3;37.41
6937;2;3;16.76
6938;1;3;42.01
6938;2;3;22.73
6939;1;1;38.36
6939;2;1;20.8
6940;1;1;33.52
6940;2;2;153.88
6941;1;1;20.8
6941;2;1;15.5
6942;1;10;51.42
6942;2;3;41.97
6943;1;12;74.98
6943;2;5;49.96
6944;1;1;41.6
6944;2;1;16.76
6945;1;1;20.8
6945;2;1;25.66
6946;1;2;47.78
6946;2;7;91.37
6947;1;1;25.66
6947;2;4;25.97
6948;1;2;18.9
6948;2;8;36.35
6949;1;2;20.99
6949;2;2;10.99
6950;1;3;16.6
6950;2;6;23.9
6951;1;4;18.9
6951;2;1;16.6
6952;1;12;42.12
6952;2;30;50.2
6953;1;1;16.6
6953;2;1;16.76
6954;1;1;33.52
6954;2;1;63.76
6955;1;1;20.8
6955;2;1;79.35
6956;1;1;23.11
6956;2;10;33.53
6957;1;1;45.81
6957;2;1;41.6
6958;1;1;16.6
6958;2;1;25.66
6959;1;1;16.76
6959;2;2;33.49
6960;1;1;27.52
6960;2;1;16.76
6961;1;1;25.66
6961;2;1;16.6
6962;1;9;55.13
6962;2;2;65.87
6963;1;2;14.75
6963;2;7;16.6
6964;1;5;20.8
6964;2;1;15.8
6965;1;1;50.48
6965;2;1;44.08
6966;1;2;34.88
6966;2;2;43.7
6967;1;1;16.76
6967;2;3;16.76
6968;1;7;36.51
6968;2;12;62.47
6969;1;1;46.05
6969;2;2;37.19
6970;1;1;25.66
6970;2;1;20.8
6971;1;1;26
6971;2;7;36.5
6972;1;2;20.8
6972;2;1;22.56
6973;1;5;53.21
6973;2;2;41.76
6974;1;12;66.69
6974;2;14;84.92
6975;1;2;70.98
6975;2;1;37.27
6976;1;2;20.8
6976;2;1;20.8
6977;1;1;41.77
6977;2;8;30
6978;1;1;20.8
6978;2;1;39.7
6979;1;1;20.8
6979;2;3;20.8
6980;1;2;20.8
6980;2;1;15.99
6981;1;1;20.8
6981;2;4;20.8
6982;1;4;23.11
6982;2;1;21.6
6983;1;1;33.04
6983;2;1;16.76
6984;1;1;20.8
6984;2;9;43.7
6985;1;2;15.8
6985;2;6;30
6986;1;1;20.8
6986;2;1;70.88
6987;1;1;15.8
6987;2;1;22.73
6988;1;1;20.8
6988;2;3;16.76
6989;1;2;39.56
6989;2;8;51.15
6990;1;1;37.4
6990;2;1;33.04
6991;1;1;32.4
6991;2;1;73.72
6992;1;2;22.56
6992;2;2;22.56
6993;1;1;20.8
6993;2;1;41.6
6994;1;1;32.4
6994;2;1;16.76
6995;1;1;33.04
6995;2;1;22.56
6996;1;1;47.09
6996;2;24;20.66
6997;1;1;49.33
6997;2;1;30.01
6998;1;1;20.8
6998;2;5;25
6999;1;4;20.8
6999;2;2;33.36
7000;1;3;31.65
7000;2;2;73.75
7001;1;2;20.8
7001;2;2;22.56
7002;1;1;16.76
7002;2;1;16.6
7003;1;6;20.8
7003;2;2;25.8
7004;1;1;20.8
7004;2;2;30.01
7005;1;1;20.8
7005;2;3;16.76
7006;1;1;18.11
7006;2;4;32.95
7007;1;4;47.1
7007;2;5;22.56
7008;1;1;20.8
7008;2;1;33.49
7009;1;1;20.8
7009;2;2;16.76
7010;1;5;45.84
7010;2;18;33.49
7011;1;1;20.8
7011;2;1;43.22
7012;1;3;83.6
7012;2;3;66.93
7013;1;1;20.8
7013;2;1;22.56
7014;1;2;33.04
7014;2;4;15.8
7015;1;1;26.72
7015;2;2;41.97
7016;1;1;25.8
7016;2;3;20.8
7017;1;5;33.2
7017;2;1;25.17
7018;1;1;20.8
7018;2;4;58.22
7019;1;1;61.98
7019;2;6;66.4
7020;1;1;16.76
7020;2;1;22.56
7021;1;1;25.66
7021;2;2;16.76
7022;1;4;48.06
7022;2;1;37.56
7023;1;2;58.67
7023;2;7;64.33
7024;1;1;20.8
7024;2;1;16.76
7025;1;2;46.22
7025;2;1;28.85
7026;1;3;47
7026;2;1;33.2
7027;1;2;33.57
7027;2;1;17.39
7028;1;1;22.56
7028;2;1;20.8
7029;1;6;39.49
7029;2;6;60.15
7030;1;2;16.76
7030;2;2;20.8
7031;1;1;20.8
7031;2;3;25
7032;1;2;58.74
7032;2;1;25.66
7033;1;14;41.39
7033;2;1;74.38
7034;1;1;45.8
7034;2;1;22.56
7035;1;1;20.8
7035;2;3;46.32
7036;1;2;25.8
7036;2;1;20.76
7037;1;1;20.8
7037;2;3;30.01
7038;1;1;16.76
7038;2;1;20.8
7039;1;1;20.8
7039;2;1;20.8
7040;1;2;16.76
7040;2;2;20.8
7041;1;1;75.84
7041;2;1;76.36
7042;1;1;20.8
7042;2;1;22.56
7043;1;1;53.52
7043;2;4;16.76
7044;1;2;41.46
7044;2;1;47.73
7045;1;1;20.8
7045;2;1;33.04
7046;1;1;20.8
7046;2;7;25.66
7047;1;1;37.42
7047;2;1;23.11
7048;1;1;39.7
7048;2;2;20.8
7049;1;1;20.8
7049;2;2;25.66
7050;1;1;17.52
7050;2;6;47.65
7051;1;3;17.02
7051;2;2;15.99
7052;1;1;20.8
7052;2;3;20.8
7053;1;1;41.6
7053;2;1;21.6
7054;1;1;20.8
7054;2;1;35.66
7055;1;2;20.8
7055;2;2;16.76
7056;1;29;95.78
7056;2;4;29.21
7057;1;1;20.8
7057;2;1;45.29
7058;1;1;114.71
7058;2;3;58.26
7059;1;1;20.8
7059;2;4;30.17
7060;1;1;58.36
7060;2;3;16.6
7061;1;1;25.66
7061;2;1;20.8
7062;1;2;43.91
7062;2;1;56.09
7063;1;1;20.8
7063;2;6;20.8
7064;1;3;16.76
7064;2;2;23.9
7065;1;2;16.76
7065;2;2;16.76
7066;1;6;35.66
7066;2;2;35.66
7067;1;1;39.79
7067;2;2;65.09
7068;1;2;20.8
7068;2;1;16.76
7069;1;1;54.01
7069;2;1;16.76
7070;1;1;37.36
7070;2;2;30
7071;1;1;67.23
7071;2;2;20.8
7072;1;2;16.76
7072;2;1;20.8
7073;1;4;67.69
7073;2;4;62.26
7074;1;1;20.8
7074;2;1;20.8
7075;1;2;37.01
7075;2;1;58.54
7076;1;1;25.66
7076;2;1;20.8
7077;1;2;30
7077;2;1;30.02
7078;1;1;20.8
7078;2;1;25.66
7079;1;1;37.56
7079;2;1;22.56
7080;1;4;20.8
7080;2;3;20.8
7081;1;1;20.8
7081;2;2;16.76
7082;1;1;25.66
7082;2;1;25.66
7083;1;8;66.6
7083;2;2;66.6
7084;1;3;20.8
7084;2;1;16.76
7085;1;4;41.97
7085;2;1;30.18
7086;1;2;51.46
7086;2;2;37.42
7087;1;1;25.66
7087;2;2;48.91
7088;1;2;16.76
7088;2;2;20.8
7089;1;4;59.88
7089;2;1;22.56
7090;1;2;48.89
7090;2;1;16.76
7091;1;1;16.76
7091;2;1;25.8
7092;1;2;62.62
7092;2;4;41.15
7093;1;1;16.76
7093;2;1;22.56
7094;1;3;20.8
7094;2;2;58.86
7095;1;2;20.8
7095;2;1;16.76
7096;1;1;20.8
7096;2;1;16.76
7097;1;1;20.8
7097;2;3;39.33
7098;1;1;20.8
7098;2;2;20.66
7099;1;1;44.5
7099;2;1;50.16
7100;1;1;35.76
7100;2;1;20.8
7101;1;4;20.8
7101;2;1;102.44
7102;1;1;15.8
7102;2;1;16.76
7103;1;1;16.76
7103;2;2;22.56
7104;1;3;48.78
7104;2;6;32.69
7105;1;10;54.3
7105;2;13;78.42
7106;1;1;54
7106;2;4;70.6
7107;1;1;35.51
7107;2;2;20.8
7108;1;2;25.17
7108;2;1;33.99
7109;1;4;86.39
7109;2;6;36.77
7110;1;1;25.66
7110;2;1;20.8
7111;1;1;20.8
7111;2;1;20.8
7112;1;1;50.02
7112;2;1;60.29
7113;1;1;62.76
7113;2;1;23.9
7114;1;1;22.73
7114;2;4;43.53
7115;1;1;46.32
7115;2;6;46.32
7116;1;1;16.76
7116;2;2;46.32
7117;1;2;25.66
7117;2;1;22.56
7118;1;3;41.6
7118;2;3;25.8
7119;1;4;34.36
7119;2;5;29.37
7120;1;1;20.8
7120;2;1;16.76
7121;1;1;20.8
7121;2;1;52.91
7122;1;1;20.8
7122;2;4;25.66
7123;1;1;22.56
7123;2;1;20.8
7124;1;6;22.56
7124;2;1;23.11
7125;1;1;46.16
7125;2;2;70.62
7126;1;1;20.8
7126;2;1;20.8
7127;1;3;20.66
7127;2;2;28.36
7128;1;1;20.8
7128;2;1;46.32
7129;1;6;20.17
7129;2;2;16.76
7130;1;9;39.7
7130;2;2;23.9
7131;1;2;15.5
7131;2;2;17.39
7132;1;1;43.53
7132;2;4;39.17
7133;1;15;22.17
7133;2;4;16.6
7134;1;1;33.04
7134;2;1;70.97
7135;1;1;23.11
7135;2;3;20.8
7136;1;1;49.29
7136;2;1;25.66
7137;1;2;37.56
7137;2;1;25.66
7138;1;6;43.53
7138;2;1;23.53
7139;1;1;20.8
7139;2;3;20.8
7140;1;1;21.6
7140;2;1;30.17
7141;1;5;25.66
7141;2;1;25.66
7142;1;3;1.99
7142;2;3;2.99
7143;1;1;22.56
7143;2;5;48.78
7144;1;2;20.8
7144;2;1;20.8
7145;1;1;14.87
7145;2;1;37.56
7146;1;1;20.8
7146;2;1;16.76
7147;1;4;28.99
7147;2;6;66.81
7148;1;1;16.76
7148;2;1;16.76
7149;1;1;66.84
7149;2;4;91.8
7150;1;4;37.56
7150;2;4;23.11
7151;1;1;25.66
7151;2;2;25.97
7152;1;1;20.8
7152;2;1;16.76
7153;1;1;58.2
7153;2;1;58.2
7154;1;4;23.11
7154;2;1;30
7155;1;1;25.66
7155;2;13;16.76
7156;1;3;26.5
7156;2;13;62.89
7157;1;2;25.66
7157;2;2;16.76
7158;1;4;79.3
7158;2;1;26.75
7159;1;2;20.8
7159;2;1;20.8
7160;1;2;15.8
7160;2;1;16.76
7161;1;2;21.01
7161;2;5;33.53
7162;1;1;83.2
7162;2;1;68.03
7163;1;1;45.99
7163;2;3;31.51
7164;1;3;16.76
7164;2;4;28.91
7165;1;1;21.95
7165;2;1;26.25
7166;1;2;41.97
7166;2;1;52.68
7167;1;1;16.76
7167;2;1;20.8
7168;1;1;20.8
7168;2;1;34.17
7169;1;1;16.76
7169;2;1;16.76
7170;1;1;37.59
7170;2;1;30.18
7171;1;1;16.6
7171;2;1;22.56
7172;1;2;20.8
7172;2;1;15.8
7173;1;3;16.76
7173;2;2;23.04
7174;1;1;20.8
7174;2;1;56.3
7175;1;2;20.8
7175;2;1;20.8
7176;1;2;120.43
7176;2;1;78.86
7177;1;2;37.42
7177;2;1;39.16
7178;1;2;16.76
7178;2;1;16.76
7179;1;1;20.8
7179;2;2;15.8
7180;1;1;20.8
7180;2;1;16.76
7181;1;4;49.12
7181;2;2;38.51
7182;1;1;25.66
7182;2;2;25.66
7183;1;3;35.46
7183;2;2;42.73
7184;1;2;20.8
7184;2;3;23.11
7185;1;4;41.6
7185;2;8;41.6
7186;1;1;69.12
7186;2;2;118.92
7187;1;8;16.66
7187;2;1;32.88
7188;1;1;37.42
7188;2;1;20.8
7189;1;2;16.6
7189;2;4;33.49
7190;1;1;37.42
7190;2;5;33.04
7191;1;1;58.22
7191;2;3;45.49
7192;1;3;0.5
7192;2;2;0.5
7193;1;5;75.17
7193;2;2;16.76
7194;1;1;54.16
7194;2;1;78.58
7195;1;1;23.91
7195;2;3;45.8
7196;1;2;44.07
7196;2;1;26
7197;1;4;47.94
7197;2;1;16.6
7198;1;2;20.8
7198;2;3;58.36
7199;1;2;54.31
7199;2;2;41.6
7200;1;4;25
7200;2;3;41.21
7201;1;1;16.6
7201;2;1;46.6
7202;1;10;30.72
7202;2;8;37.4
7203;1;5;16.76
7203;2;3;33.2
7204;1;1;25.66
7204;2;1;25.66
7205;1;1;25.66
7205;2;1;33.49
7206;1;2;54.32
7206;2;1;37.56
7207;1;1;16.6
7207;2;2;58.36
7208;1;1;20.8
7208;2;3;20.8
7209;1;11;58.55
7209;2;18;50.74
7210;1;2;67.22
7210;2;2;67.22
7211;1;1;66.77
7211;2;2;69.83
7212;1;4;25.17
7212;2;1;25.66
7213;1;1;33.57
7213;2;7;25
7214;1;1;75
7214;2;2;35.51
7215;1;1;72.52
7215;2;1;74.15
7216;1;6;79.99
7216;2;2;76.48
7217;1;1;25.66
7217;2;1;33.57
7218;1;1;20.8
7218;2;1;37.42
7219;1;2;14.87
7219;2;1;10.71
7220;1;9;36.63
7220;2;3;36.79
7221;1;2;16.76
7221;2;1;39.7
7222;1;4;32.36
7222;2;4;37.56
7223;1;18;33.57
7223;2;2;41.76
7224;1;2;16.76
7224;2;1;22.56
7225;1;2;16.76
7225;2;2;58.06
7226;1;1;21.95
7226;2;1;74.25
7227;1;2;35.65
7227;2;1;18.28
7228;1;11;101.41
7228;2;15;44.49
7229;1;1;41.6
7229;2;1;70.89
7230;1;1;55.92
7230;2;3;56.63
7231;1;3;22.02
7231;2;3;29.53
7232;1;2;33.36
7232;2;1;33.52
7233;1;1;23.11
7233;2;3;25.17
7234;1;2;120.74
7234;2;1;120.74
7235;1;2;16.76
7235;2;1;41.46
7236;1;4;16.75
7236;2;17;38.2
7237;1;4;41.3
7237;2;4;54.31
7238;1;2;30.25
7238;2;2;20.25
7239;1;1;70.62
7239;2;1;45.81
7240;1;1;37.26
7240;2;1;20.8
7241;1;6;69.05
7241;2;3;16.76
7242;1;1;94.17
7242;2;1;22.56
7243;1;3;37.56
7243;2;2;20.8
7244;1;11;43.25
7244;2;4;33.36
7245;1;5;25
7245;2;1;44.1
7246;1;3;52.61
7246;2;2;47.5
7247;1;2;43.72
7247;2;7;45.97
7248;1;5;54.69
7248;2;4;16.6
7249;1;1;58.6
7249;2;4;35.67
7250;1;1;16.76
7250;2;2;62.4
7251;1;18;22.73
7251;2;5;87.4
7252;1;2;20.8
7252;2;12;49.08
7253;1;3;41.6
7253;2;1;20.8
7254;1;1;50.17
7254;2;1;37.56
7255;1;2;52.03
7255;2;3;43.22
7256;1;1;20.8
7256;2;2;20.8
7257;1;1;14.87
7257;2;1;30.67
7258;1;4;41.24
7258;2;5;66.96
7259;1;1;20.8
7259;2;1;20.8
7260;1;1;16.76
7260;2;4;25.66
7261;1;1;16.76
7261;2;1;16.76
7262;1;1;20.8
7262;2;4;47.73
7263;1;4;48.2
7263;2;3;52.75
7264;1;1;27.73
7264;2;25;70.46
7265;1;1;20.8
7265;2;2;25.8
7266;1;1;20.8
7266;2;1;37.42
7267;1;2;20.8
7267;2;1;10.5
7268;1;1;41.78
7268;2;3;20.8
7269;1;1;20.8
7269;2;1;17.56
7270;1;1;58.15
7270;2;1;56.47
7271;1;2;46.32
7271;2;4;41.6
7272;1;1;87.03
7272;2;1;83.4
7273;1;6;44.75
7273;2;7;84.2
7274;1;1;20.8
7274;2;5;20.8
7275;1;1;20.8
7275;2;2;20.8
7276;1;1;16.76
7276;2;1;43.36
7277;1;6;30.02
7277;2;8;22.56
7278;1;1;22.56
7278;2;1;20.8
7279;1;1;43.53
7279;2;1;22.56
7280;1;2;85.01
7280;2;1;20.8
7281;1;1;33.04
7281;2;4;42.89
7282;1;1;16.6
7282;2;1;16.6
7283;1;1;20.8
7283;2;1;41.6
7284;1;1;16.6
7284;2;1;39.7
7285;1;9;58.67
7285;2;4;41.21
7286;1;1;20.8
7286;2;2;25.66
7287;1;2;37.4
7287;2;1;103.25
7288;1;3;20.8
7288;2;1;25.66
7289;1;3;75
7289;2;1;74.8
7290;1;2;33.52
7290;2;1;33.52
7291;1;1;42.26
7291;2;1;62.44
7292;1;7;64.5
7292;2;1;25.17
7293;1;3;45.8
7293;2;2;54.02
7294;1;2;68.06
7294;2;2;16.75
7295;1;1;33.57
7295;2;1;20.8
7296;1;5;20.8
7296;2;2;39.32
7297;1;2;33.04
7297;2;1;22.56
7298;1;1;52.1
7298;2;1;52.1
7299;1;2;20.8
7299;2;1;21.6
7300;1;2;33.04
7300;2;7;30.21
7301;1;1;20.8
7301;2;1;22.56
7302;1;1;20.8
7302;2;1;20.8
7303;1;1;16.76
7303;2;2;33.04
7304;1;2;20.8
7304;2;1;20.8
7305;1;5;20.8
7305;2;1;25
7306;1;2;20.8
7306;2;3;33.52
7307;1;1;23.11
7307;2;2;21.6
7308;1;1;41.6
7308;2;1;41.93
7309;1;2;57.1
7309;2;1;79.64
7310;1;1;62.4
7310;2;1;20.8
7311;1;1;33.52
7311;2;4;41.6
7312;1;5;20.8
7312;2;1;15.8
7313;1;2;30.18
7313;2;3;32.56
7314;1;1;79.04
7314;2;1;56.47
7315;1;1;34.17
7315;2;2;34.17
7316;1;3;85.25
7316;2;3;100.11
7317;1;1;20.8
7317;2;1;41.6
7318;1;1;33.36
7318;2;3;58.52
7319;1;11;59.5
7319;2;11;64.02
7320;1;3;61.98
7320;2;1;61.98
7321;1;1;83.73
7321;2;10;78.52
7322;1;1;25.66
7322;2;2;25
7323;1;2;26.25
7323;2;2;21.5
7324;1;5;33.49
7324;2;4;33.36
7325;1;3;15.8
7325;2;2;16.76
7326;1;1;39.7
7326;2;1;69.95
7327;1;1;20.8
7327;2;3;16.76
7328;1;1;20.8
7328;2;2;41.6
7329;1;4;67.62
7329;2;3;32.52
7330;1;1;49.12
7330;2;4;39.06
7331;1;3;41.48
7331;2;1;43.91
7332;1;2;46.6
7332;2;1;15.71
7333;1;5;22.73
7333;2;12;29.37
7334;1;1;35.68
7334;2;6;20.8
7335;1;1;25.66
7335;2;4;41.6
7336;1;1;23.9
7336;2;1;20.8
7337;1;1;43.91
7337;2;2;25.8
7338;1;1;53.85
7338;2;1;41.46
7339;1;1;41.6
7339;2;1;36.5
7340;1;1;60.36
7340;2;1;20.8
7341;1;1;68.19
7341;2;3;20.8
7342;1;1;20.8
7342;2;1;21.6
7343;1;1;20.8
7343;2;1;20.8
7344;1;8;83.08
7344;2;3;74.08
7345;1;1;61.98
7345;2;1;33.57
7346;1;4;15.8
7346;2;7;25.17
7347;1;1;20.8
7347;2;1;16.76
7348;1;1;44.23
7348;2;1;56.3
7349;1;1;20.8
7349;2;3;20.8
7350;1;4;41.6
7350;2;1;41.93
7351;1;1;62.56
7351;2;2;77.12
7352;1;1;20.8
7352;2;4;24.96
7353;1;5;33.36
7353;2;5;20.8
7354;1;1;83.4
7354;2;2;20.49
7355;1;1;50
7355;2;3;25
7356;1;1;20.99
7356;2;1;16.76
7357;1;1;20.49
7357;2;2;15.8
7358;1;6;20.66
7358;2;4;25.66
7359;1;1;83.06
7359;2;3;81.46
7360;1;1;40.98
7360;2;2;20.8
7361;1;1;40.98
7361;2;1;68.4
7362;1;1;30
7362;2;1;25.66
7363;1;1;16.6
7363;2;1;22.56
7364;1;1;21.5
7364;2;3;60.15
7365;1;8;16.76
7365;2;14;25.17
7366;1;1;20.8
7366;2;1;30
7367;1;1;43.28
7367;2;1;66.6
7368;1;1;20.8
7368;2;2;16.6
7369;1;2;75.2
7369;2;5;41.6
7370;1;1;20.8
7370;2;4;20.8
7371;1;1;16.75
7371;2;1;16.75
7372;1;1;37.75
7372;2;4;46
7373;1;3;16.6
7373;2;12;32.97
7374;1;1;30
7374;2;1;32.69
7375;1;3;20.8
7375;2;1;16.6
7376;1;3;25.17
7376;2;6;29.37
7377;1;13;-3.7
7377;2;1;20.8
7378;1;1;20.8
7378;2;1;25.66
7379;1;3;25
7379;2;5;46.13
7380;1;3;24.74
7380;2;2;24.74
7381;1;8;27.73
7381;2;1;23.9
7382;1;3;70.89
7382;2;1;25.66
7383;1;1;58.68
7383;2;1;58.68
7384;1;1;50.25
7384;2;1;41.86
7385;1;1;20.8
7385;2;3;21.6
7386;1;1;21.6
7386;2;1;25.97
7387;1;6;48.11
7387;2;1;20.8
7388;1;4;64.92
7388;2;4;22.56
7389;1;2;20.8
7389;2;2;30.18
7390;1;1;20.8
7390;2;1;15.8
7391;1;4;62.8
7391;2;2;25.17
7392;1;1;20.8
7392;2;1;20.8
7393;1;1;106.68
7393;2;1;91.33
7394;1;1;42.4
7394;2;2;37.35
7395;1;6;22.56
7395;2;1;50
7396;1;1;53.08
7396;2;1;16.76
7397;1;1;35.61
7397;2;3;66.77
7398;1;2;15.8
7398;2;2;25
7399;1;6;20.8
7399;2;3;50.25
7400;1;1;21.6
7400;2;1;25.02
7401;1;1;20.8
7401;2;1;25.66
7402;1;2;39.31
7402;2;3;33.49
7403;1;1;25.11
7403;2;2;20.8
7404;1;1;53.32
7404;2;1;38.4
7405;1;28;77.47
7405;2;4;58.56
7406;1;1;62.4
7406;2;1;20.8
7407;1;1;16.75
7407;2;3;37.57
7408;1;1;61.77
7408;2;2;33.53
7409;1;5;20.8
7409;2;20;20.8
7410;1;1;18.32
7410;2;1;20.8
7411;1;1;20.69
7411;2;4;16.6
7412;1;1;15.8
7412;2;5;25.17
7413;1;8;50.17
7413;2;1;33.57
7414;1;4;57.56
7414;2;6;170.58
7415;1;5;23.9
7415;2;2;25.17
7416;1;1;25.66
7416;2;1;22.56
7417;1;1;16.76
7417;2;1;20.8
7418;1;1;41.97
7418;2;1;50.17
7419;1;1;20.8
7419;2;1;16.76
7420;1;1;18.91
7420;2;4;40.5
7421;1;1;113.4
7421;2;1;39.32
7422;1;1;25.66
7422;2;1;25.8
7423;1;2;16.76
7423;2;1;39.7
7424;1;1;41.6
7424;2;2;21.6
7425;1;7;37.9
7425;2;3;15.8
7426;1;1;45.38
7426;2;2;16.6
7427;1;3;31.31
7427;2;2;66.69
7428;1;1;64.95
7428;2;4;20.8
7429;1;1;54.29
7429;2;1;44.3
7430;1;1;16.76
7430;2;2;25.66
7431;1;1;54.02
7431;2;4;48.5
7432;1;1;20.8
7432;2;1;36.56
7433;1;1;46.6
7433;2;1;20.76
7434;1;1;66.64
7434;2;1;84.14
7435;1;1;22.56
7435;2;1;22.56
7436;1;12;79.78
7436;2;6;16.76
7437;1;1;16.76
7437;2;1;16.6
7438;1;3;30.66
7438;2;3;15.8
7439;1;2;60.36
7439;2;1;60.36
7440;1;1;25.66
7440;2;2;20.8
7441;1;1;58.06
7441;2;2;87.6
7442;1;1;16.76
7442;2;1;25.66
7443;1;2;49.95
7443;2;8;81.01
7444;1;12;37.4
7444;2;18;79.32
7445;1;5;39.16
7445;2;1;66.34
7446;1;1;41.86
7446;2;5;21.76
7447;1;1;20.8
7447;2;1;16.76
7448;1;2;15.8
7448;2;1;25
7449;1;1;37.4
7449;2;2;20.8
